OBJECTID,landcoversLandCoverId,landcoversDataSource,landcoversMeasuredAt,siteName,landcoversMeasurementLatitude,landcoversMeasurementLongitude,elevation,landcoversMeasurementElevation,landcoversMucCode,landcoversMucDetails,landcoversMucDescription,landcoversDownwardExtraData,landcoversDownwardPhotoUrl,landcoversDryGround,landcoversEastClassifications,landcoversEastExtraData,landcoversEastPhotoUrl,landcoversFieldNotes,landcoversLeavesOnTrees,landcoversMuddy,landcoversNorthClassifications,landcoversNorthExtraData,landcoversNorthPhotoUrl,landcoversRainingSnowing,landcoversSnowIce,landcoversSouthClassifications,landcoversSouthExtraData,landcoversSouthPhotoUrl,landcoversStandingWater,landcoversUpwardExtraData,landcoversUpwardPhotoUrl,landcoversWestClassifications,landcoversWestExtraData,landcoversWestPhotoUrl
829,34272,GLOBE Observer App,7/1/20 22:50,15RTN515704,29.5387001,-95.56430054,20.29999924,19.89999962,null,,null,"(source: app, (compassData.horizon: -86.5416251976457))",https://data.globe.gov/system/photos/2020/07/01/1729618/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -11.467656471543322))",https://data.globe.gov/system/photos/2020/07/01/1729614/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: -21.609068887681246))",https://data.globe.gov/system/photos/2020/07/01/1729613/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -11.27110235907223))",https://data.globe.gov/system/photos/2020/07/01/1729615/original.jpg,FALSE,"(source: app, (compassData.horizon: -56.31136229454727))",https://data.globe.gov/system/photos/2020/07/01/1729617/original.jpg,null,"(source: app, (compassData.horizon: -15.92155937143626))",https://data.globe.gov/system/photos/2020/07/01/1729616/original.jpg
830,34331,GLOBE Observer App,7/3/20 2:13,10SEG818303,37.3166008,-122.0764008,200.6000061,166,M93,,"Urban, Roads and Parking","(source: app, (compassData.horizon: -86.7369130842742))",https://data.globe.gov/system/photos/2020/07/03/1731688/original.jpg,TRUE,"10% MUC 32 (c) [Shrubs, Closely Spaced, Short Deciduous]; 60% MUC 01 (b) [Trees, Closely Spaced, Evergreen - Broad Leaved]; 30% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -4.076134491713404))",https://data.globe.gov/system/photos/2020/07/03/1731684/original.jpg,(none),TRUE,FALSE,"30% MUC 32 (c) [Shrubs, Closely Spaced, Short Deciduous]; 20% MUC 01 (b) [Trees, Closely Spaced, Evergreen - Broad Leaved]; 50% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -2.6213704342608537))",https://data.globe.gov/system/photos/2020/07/03/1731683/original.jpg,FALSE,FALSE,"100% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -54.52738164044354))",https://data.globe.gov/system/photos/2020/07/03/1731685/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.0246097331333))",https://data.globe.gov/system/photos/2020/07/03/1731687/original.jpg,"60% MUC 93 [Urban, Roads and Parking]; 30% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 10% MUC 32 (l) [Shrubs, Loosely Spaced, Short Deciduous]","(source: app, (compassData.horizon: -5.310754924319085))",https://data.globe.gov/system/photos/2020/07/03/1731686/original.jpg
831,34337,GLOBE Observer App,7/3/20 18:39,16TDM119718,42.19369888,-88.06590271,254.8999939,252.3000031,null,,null,"(source: app, (compassData.horizon: -88.33185460873231))",https://data.globe.gov/system/photos/2020/07/03/1732942/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -2.8281752736852894))",https://data.globe.gov/system/photos/2020/07/03/1732938/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: -1.0569513814037776))",https://data.globe.gov/system/photos/2020/07/03/1732937/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -1.0959313652754759))",https://data.globe.gov/system/photos/2020/07/03/1732939/original.jpg,FALSE,"(source: app, (compassData.horizon: 86.86016646415463))",https://data.globe.gov/system/photos/2020/07/03/1732941/original.jpg,null,"(source: app, (compassData.horizon: 0.30985312825846734))",https://data.globe.gov/system/photos/2020/07/03/1732940/original.jpg
832,34338,GLOBE Observer App,7/3/20 18:42,16TDM123717,42.19340134,-88.06109619,250.5,251,null,,null,"(source: app, (compassData.horizon: -86.88953252314144))",https://data.globe.gov/system/photos/2020/07/03/1732954/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -3.66726318829987))",https://data.globe.gov/system/photos/2020/07/03/1732950/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: -2.093447577734594))",https://data.globe.gov/system/photos/2020/07/03/1732949/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -2.2566635615633146))",https://data.globe.gov/system/photos/2020/07/03/1732951/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.48519846190052))",https://data.globe.gov/system/photos/2020/07/03/1732953/original.jpg,null,"(source: app, (compassData.horizon: -5.774304868035472))",https://data.globe.gov/system/photos/2020/07/03/1732952/original.jpg
833,34339,GLOBE Observer App,7/3/20 18:48,16TDM128717,42.19319916,-88.05509949,246.199997,246.8000031,null,,null,"(source: app, (compassData.horizon: -88.56917567926554))",https://data.globe.gov/system/photos/2020/07/03/1732977/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -1.188131551390768))",https://data.globe.gov/system/photos/2020/07/03/1732973/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: -4.7895731797613905))",https://data.globe.gov/system/photos/2020/07/03/1732970/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -0.5525950315229693))",https://data.globe.gov/system/photos/2020/07/03/1732974/original.jpg,FALSE,"(source: app, (compassData.horizon: 86.99685117634554))",https://data.globe.gov/system/photos/2020/07/03/1732976/original.jpg,null,"(source: app, (compassData.horizon: -1.6713828642665902))",https://data.globe.gov/system/photos/2020/07/03/1732975/original.jpg
834,34342,GLOBE Observer App,7/3/20 19:02,16TDM133718,42.19440079,-88.04979706,241.5,238.8999939,null,,null,"(source: app, (compassData.horizon: -87.68714069868219))",https://data.globe.gov/system/photos/2020/07/03/1733014/original.jpg,TRUE,null,"(source: app, (compassData.horizon: 0.6045032928471414))",https://data.globe.gov/system/photos/2020/07/03/1733010/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: 2.2942117707267755))",https://data.globe.gov/system/photos/2020/07/03/1733009/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 8.623645192708068))",https://data.globe.gov/system/photos/2020/07/03/1733011/original.jpg,FALSE,"(source: app, (compassData.horizon: 85.84090064799399))",https://data.globe.gov/system/photos/2020/07/03/1733013/original.jpg,null,"(source: app, (compassData.horizon: 9.272721467258293))",https://data.globe.gov/system/photos/2020/07/03/1733012/original.jpg
835,34343,GLOBE Observer App,7/3/20 19:10,16TDM137720,42.1955986,-88.04470062,238.3000031,238,null,,null,"(source: app, (compassData.horizon: -62.90832048789292))",https://data.globe.gov/system/photos/2020/07/03/1733030/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -0.8791732098724339))",https://data.globe.gov/system/photos/2020/07/03/1733026/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: 1.7840485763480842))",https://data.globe.gov/system/photos/2020/07/03/1733025/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 3.0557473294810364))",https://data.globe.gov/system/photos/2020/07/03/1733027/original.jpg,FALSE,"(source: app, (compassData.horizon: 85.6054335542917))",https://data.globe.gov/system/photos/2020/07/03/1733029/original.jpg,null,"(source: app, (compassData.horizon: 0.7344291544523571))",https://data.globe.gov/system/photos/2020/07/03/1733028/original.jpg
836,34850,GLOBE Observer App,7/2/20 20:12,18TXL077165,40.79249954,-73.72309875,38.70000076,39.20000076,M12,b,"Trees, Loosely Spaced, Deciduous - Broad Leaved",(source: camera),https://data.globe.gov/system/photos/2020/07/02/1749573/original.jpg,TRUE,"40% MUC 93 [Urban, Roads and Parking]; 40% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 20% MUC 31 (c) [Shrubs, Closely Spaced, Short Evergreen]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 60% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",(source: camera),https://data.globe.gov/system/photos/2020/07/02/1749568/original.jpg,(none),TRUE,FALSE,"90% MUC 91 [Urban, Residential Property]; 50% MUC 56 [Barren, Dirt/Other]; 10% MUC 53 [Barren, Bare Rock]; 90% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 93 [Urban, Roads and Parking]",(source: camera),https://data.globe.gov/system/photos/2020/07/02/1749566/original.jpg,FALSE,FALSE,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 21 (c) [Shrubs, Closely Spaced, Tall Evergreen]; 60% MUC 93 [Urban, Roads and Parking]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]",(source: camera),https://data.globe.gov/system/photos/2020/07/02/1749569/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/07/02/1749571/original.jpg,"60% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 40% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 80% MUC 91 [Urban, Residential Property]; 60% MUC 93 [Urban, Roads and Parking]",(source: camera),https://data.globe.gov/system/photos/2020/07/02/1749570/original.jpg
837,34957,GLOBE Observer App,7/14/20 1:44,15RTN647972,29.78289986,-95.43319702,18.5,18.79999924,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1757861/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1757857/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1757856/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1757858/original.jpg,TRUE,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1757860/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1757859/original.jpg
838,34870,GLOBE Observer App,7/12/20 0:39,14RPU133681,30.44009972,-97.81999969,278.2999878,274.7000122,M02,b,"Trees, Closely Spaced, Deciduous - Broad Leaved","(source: app, (compassData.horizon: -83.21074629613366))",https://data.globe.gov/system/photos/2020/07/12/1752836/original.jpg,TRUE,"100% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: 24.263955392133653))",https://data.globe.gov/system/photos/2020/07/12/1752832/original.jpg,(none),TRUE,FALSE,"100% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: 4.8851603456485435))",https://data.globe.gov/system/photos/2020/07/12/1752831/original.jpg,FALSE,FALSE,"20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: -4.983981929028829))",https://data.globe.gov/system/photos/2020/07/12/1752833/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.3540522008186))",https://data.globe.gov/system/photos/2020/07/12/1752835/original.jpg,"100% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",(source: camera),https://data.globe.gov/system/photos/2020/07/12/1752834/original.jpg
839,34871,GLOBE Observer App,7/12/20 0:45,14RPU129681,30.44059944,-97.82420349,286.7000122,289.1000061,M43,,"Herbaceous/Grassland, Short Grass","(source: app, (compassData.horizon: -88.0710064287684))",https://data.globe.gov/system/photos/2020/07/12/1752855/original.jpg,TRUE,"70% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -26.30684311441256))",https://data.globe.gov/system/photos/2020/07/12/1752851/original.jpg,(none),TRUE,FALSE,"10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]; 10% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -31.31046983845213))",https://data.globe.gov/system/photos/2020/07/12/1752850/original.jpg,FALSE,FALSE,"50% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -78.92942108742352))",https://data.globe.gov/system/photos/2020/07/12/1752852/original.jpg,FALSE,"(source: app, (compassData.horizon: 86.39001529551246))",https://data.globe.gov/system/photos/2020/07/12/1752854/original.jpg,"60% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -31.66718883400324))",https://data.globe.gov/system/photos/2020/07/12/1752853/original.jpg
840,34873,GLOBE Observer App,7/12/20 0:56,14RPU129677,30.43670082,-97.82420349,297.8999939,296.1000061,M93,,"Urban, Roads and Parking","(source: app, (compassData.horizon: -87.39151954892272))",https://data.globe.gov/system/photos/2020/07/12/1752873/original.jpg,TRUE,"10% MUC 43 [Herbaceous/Grassland, Short Grass]; 70% MUC 93 [Urban, Roads and Parking]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: -4.521215922257127))",https://data.globe.gov/system/photos/2020/07/12/1752869/original.jpg,(none),TRUE,FALSE,"10% MUC 43 [Herbaceous/Grassland, Short Grass]; 90% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -22.961614965285207))",https://data.globe.gov/system/photos/2020/07/12/1752868/original.jpg,FALSE,FALSE,"100% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -77.26374579930015))",https://data.globe.gov/system/photos/2020/07/12/1752870/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.551388880656))",https://data.globe.gov/system/photos/2020/07/12/1752872/original.jpg,"20% MUC 93 [Urban, Roads and Parking]; 80% MUC 42 [Herbaceous/Grassland, Medium Grass]","(source: app, (compassData.horizon: -18.199254348535064))",https://data.globe.gov/system/photos/2020/07/12/1752871/original.jpg
841,34875,GLOBE Observer App,7/12/20 1:03,14RPU124677,30.4368,-97.8286972,294.5,300.6000061,M91,,"Urban, Residential Property","(source: app, (compassData.horizon: -55.59632109139263))",https://data.globe.gov/system/photos/2020/07/12/1752923/original.jpg,TRUE,"60% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 40% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: 8.272851029002311))",https://data.globe.gov/system/photos/2020/07/12/1752913/original.jpg,(none),TRUE,FALSE,"30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 70% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: 7.127041107766146))",https://data.globe.gov/system/photos/2020/07/12/1752912/original.jpg,FALSE,FALSE,"20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: 5.867757187594037))",https://data.globe.gov/system/photos/2020/07/12/1752914/original.jpg,FALSE,"(source: app, (compassData.horizon: 85.70881167061347))",https://data.globe.gov/system/photos/2020/07/12/1752922/original.jpg,"80% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 91 [Urban, Residential Property]",(source: camera),https://data.globe.gov/system/photos/2020/07/12/1752921/original.jpg
842,34921,GLOBE Observer App,7/2/20 19:58,18TXL076170,40.79719925,-73.72409821,32.90000153,30.5,M93,,"Urban, Roads and Parking",(source: camera),https://data.globe.gov/system/photos/2020/07/02/1755482/original.jpg,TRUE,"10% MUC 44 [Herbaceous/Grassland, Ferns or Flowers]; 70% MUC 91 [Urban, Residential Property]; 70% MUC 93 [Urban, Roads and Parking]; 30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]",(source: camera),https://data.globe.gov/system/photos/2020/07/02/1755477/original.jpg,(none),TRUE,FALSE,"30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 31 (l) [Shrubs, Loosely Spaced, Short Evergreen]; 10% MUC 56 [Barren, Dirt/Other]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 93 [Urban, Roads and Parking]",(source: camera),https://data.globe.gov/system/photos/2020/07/02/1755475/original.jpg,FALSE,FALSE,"30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 40% MUC 81 (1) [Cultivated, Crops or Pastures]; 80% MUC 93 [Urban, Roads and Parking]",(source: camera),https://data.globe.gov/system/photos/2020/07/02/1755478/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/07/02/1755481/original.jpg,"30% MUC 21 (c) [Shrubs, Closely Spaced, Tall Evergreen]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 81 (1) [Cultivated, Crops or Pastures]; 60% MUC 93 [Urban, Roads and Parking]",(source: camera),https://data.globe.gov/system/photos/2020/07/02/1755480/original.jpg
843,34926,GLOBE Observer App,6/29/20 19:39,18TXL065182,40.80799866,-73.73729706,25.89999962,26.10000038,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/29/1755522/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/29/1755518/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/29/1755517/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/29/1755519/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/29/1755521/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/29/1755520/original.jpg
844,34928,GLOBE Observer App,6/29/20 19:56,18TXL061177,40.80360031,-73.7417984,21,19.39999962,null,,null,"(source: app, (compassData.horizon: -89.43228475924352))",https://data.globe.gov/system/photos/2020/06/29/1755534/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/29/1755530/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/29/1755529/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/29/1755531/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/29/1755533/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/29/1755532/original.jpg
845,34929,GLOBE Observer App,6/30/20 20:38,18TXL062168,40.79550171,-73.74009705,14.19999981,15.80000019,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/30/1755540/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/30/1755536/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/30/1755535/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/30/1755537/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/30/1755539/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/30/1755538/original.jpg
846,34930,GLOBE Observer App,6/30/20 20:47,18TXL057166,40.79389954,-73.74680328,17.39999962,13.39999962,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/30/1755546/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -0.19416589492426795))",https://data.globe.gov/system/photos/2020/06/30/1755542/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/30/1755541/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -6.095231686202865))",https://data.globe.gov/system/photos/2020/06/30/1755543/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/30/1755545/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/30/1755544/original.jpg
847,34985,GLOBE Observer App,7/14/20 21:15,19QFV957936,18.02219963,-67.15129852,17,18.29999924,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1760848/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1760841/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1760837/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1760842/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1760844/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1760843/original.jpg
848,35031,GLOBE Observer App,7/14/20 21:29,19QFV955939,18.02490044,-67.15299988,23.39999962,24.60000038,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1761599/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1761586/original.jpg,"High temperatures, humid weather and there are mosquito habitats in this area.",TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1761585/original.jpg,FALSE,FALSE,null,null,null,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1761598/original.jpg,null,null,null
849,34988,GLOBE Observer App,7/14/20 21:43,19QFV955939,18.02479935,-67.15299988,23.39999962,25.29999924,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1760890/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1760886/original.jpg,"High temperatures, humid weather, mosquitoes  present in the area.",TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1760885/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1760887/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1760889/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/07/14/1760888/original.jpg
850,34991,GLOBE Observer App,6/14/20 20:37,18TVN953016,42.46699905,-75.05639648,370.2000122,367.5,null,,null,"(source: app, (compassData.horizon: -86.44835288260963))",https://data.globe.gov/system/photos/2020/06/14/1761027/original.jpg,FALSE,null,"(source: app, (compassData.horizon: 1.7389165488484082))",https://data.globe.gov/system/photos/2020/06/14/1761023/original.jpg,(none),TRUE,FALSE,null,"(source: app, (compassData.horizon: 8.67538233746194))",https://data.globe.gov/system/photos/2020/06/14/1761022/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 3.2363594055466507))",https://data.globe.gov/system/photos/2020/06/14/1761024/original.jpg,FALSE,"(source: app, (compassData.horizon: 87.24703713604039))",https://data.globe.gov/system/photos/2020/06/14/1761026/original.jpg,null,"(source: app, (compassData.horizon: 9.373577067799005))",https://data.globe.gov/system/photos/2020/06/14/1761025/original.jpg
851,34995,GLOBE Observer App,6/23/20 18:56,18TVN947002,42.45460129,-75.06390381,346.1000061,346,M43,,"Herbaceous/Grassland, Short Grass","(source: app, (compassData.horizon: -89.82692949493536))",https://data.globe.gov/system/photos/2020/06/23/1761051/original.jpg,FALSE,"20% MUC 93 [Urban, Roads and Parking]; 30% MUC 92 [Urban, Commercial Property]; 70% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 3.112912251989499))",https://data.globe.gov/system/photos/2020/06/23/1761047/original.jpg,(none),TRUE,FALSE,"70% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 100% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 92 [Urban, Commercial Property]","(source: app, (compassData.horizon: 5.295641849202866))",https://data.globe.gov/system/photos/2020/06/23/1761046/original.jpg,FALSE,FALSE,"80% MUC 43 [Herbaceous/Grassland, Short Grass]; 60% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 92 [Urban, Commercial Property]","(source: app, (compassData.horizon: -3.2528515509768425))",https://data.globe.gov/system/photos/2020/06/23/1761048/original.jpg,FALSE,"(source: app, (compassData.horizon: 88.57265119848944))",https://data.globe.gov/system/photos/2020/06/23/1761050/original.jpg,"80% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 56 [Barren, Dirt/Other]","(source: app, (compassData.horizon: 7.901997373819896))",https://data.globe.gov/system/photos/2020/06/23/1761049/original.jpg
852,34998,GLOBE Observer App,6/23/20 19:49,18TVN952002,42.45470047,-75.05770111,341.1000061,344.1000061,M91,,"Urban, Residential Property","(source: app, (compassData.horizon: -86.54634806336875))",https://data.globe.gov/system/photos/2020/06/23/1761069/original.jpg,FALSE,"50% MUC 93 [Urban, Roads and Parking]; 50% MUC 91 [Urban, Residential Property]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: -11.418029901074618))",https://data.globe.gov/system/photos/2020/06/23/1761065/original.jpg,(none),TRUE,FALSE,"10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 91 [Urban, Residential Property]; 30% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -1.5654836261852694))",https://data.globe.gov/system/photos/2020/06/23/1761064/original.jpg,FALSE,FALSE,"10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 91 [Urban, Residential Property]; 40% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -1.2905726150587498))",https://data.globe.gov/system/photos/2020/06/23/1761066/original.jpg,FALSE,"(source: app, (compassData.horizon: 88.4754916208837))",https://data.globe.gov/system/photos/2020/06/23/1761068/original.jpg,"20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: 0.09649842267812403))",https://data.globe.gov/system/photos/2020/06/23/1761067/original.jpg
853,34999,GLOBE Observer App,6/24/20 19:43,18TVN952013,42.46409988,-75.05770111,363.2999878,361.2999878,M91,,"Urban, Residential Property","(source: app, (compassData.horizon: -87.80327787193299))",https://data.globe.gov/system/photos/2020/06/24/1761075/original.jpg,FALSE,"100% MUC 91 [Urban, Residential Property]","(source: app, (compassData.horizon: -0.9557825268479121))",https://data.globe.gov/system/photos/2020/06/24/1761071/original.jpg,(none),TRUE,FALSE,"40% MUC 91 [Urban, Residential Property]; 60% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 0.46425471845057587))",https://data.globe.gov/system/photos/2020/06/24/1761070/original.jpg,FALSE,FALSE,"50% MUC 91 [Urban, Residential Property]; 50% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 0.20939388338702258))",https://data.globe.gov/system/photos/2020/06/24/1761072/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.9708908057251))",https://data.globe.gov/system/photos/2020/06/24/1761074/original.jpg,"60% MUC 91 [Urban, Residential Property]; 40% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 2.8778814546729308))",https://data.globe.gov/system/photos/2020/06/24/1761073/original.jpg
