OBJECTID,LandCoverID,MeasuredTime,SiteName,MeasuredLatitude,MeasuredLogitude,Elevation,MeasuredElevation,MucDescription
779,34150,6/30/20 23:08,16SFJ926757,39.51010132,-84.75939941,295.2000122,294.7999878,null
780,34151,6/30/20 23:11,16SFJ930758,39.51070023,-84.75440216,281.7999878,280,null
781,34152,6/30/20 23:18,16SFJ935753,39.50590134,-84.74909973,272.6000061,271.6000061,null
782,34154,6/30/20 23:22,16SFJ934757,39.50979996,-84.74990082,275.1000061,277.3999939,null
783,34155,6/30/20 23:27,16SFJ938754,39.50680161,-84.74539948,279.3999939,280.1000061,null
784,34156,6/30/20 23:32,16SFJ938760,39.51250076,-84.74549866,292.6000061,289.7999878,"Trees, Closely Spaced, Deciduous - Broad Leaved"
785,34157,6/30/20 23:34,16SFJ934764,39.5155983,-84.74970245,290.1000061,288.7000122,"Urban, Roads and Parking"
786,34158,6/30/20 23:37,16SFJ940763,39.51509857,-84.74299622,279.1000061,274.2999878,null
787,34159,6/30/20 23:41,16SFJ944763,39.51499939,-84.73789978,269,264.8999939,null
788,34160,6/25/20 22:29,14RPU074527,30.30139923,-97.88300323,258.2000122,258,"Trees, Loosely Spaced, Evergreen - Needle Leaved"
789,34161,6/25/20 22:47,14RPU078532,30.30590057,-97.87850189,258,261.6000061,"Trees, Closely Spaced, Deciduous - Broad Leaved"
790,34162,6/30/20 23:45,16SFJ949763,39.51449966,-84.73249817,261.1000061,260.7000122,null
791,34163,6/25/20 22:59,14RPU079528,30.3029995,-97.87719727,250.8000031,259.8999939,"Herbaceous/Grassland, Short Grass"
792,34164,6/30/20 23:49,16SFJ948758,39.5102005,-84.73370361,278.7000122,275.8999939,null
793,34165,6/25/20 23:08,14RPU084527,30.30190086,-97.87200165,235.3999939,228.6000061,"Herbaceous/Grassland, Short Grass"
794,34166,6/25/20 23:21,14RPU059528,30.30270004,-97.89839935,255.8999939,257.2999878,"Urban, Residential Property"
795,34167,6/25/20 23:28,14RPU059532,30.30610085,-97.89859772,256.2999878,246.8000031,"Herbaceous/Grassland, Medium Grass"
796,34169,6/27/20 23:29,14RPU059536,30.31040001,-97.89849854,257.6000061,260.2000122,"Urban, Residential Property"
797,34171,7/1/20 0:01,16SFJ944753,39.5060997,-84.73860168,266.1000061,267.6000061,null
798,34172,6/27/20 23:44,14RPU063536,30.31010056,-97.89350128,255.5,257.7000122,"Urban, Residential Property"
799,34173,6/27/20 23:52,14RPU079537,30.31060028,-97.87709808,251.199997,262.5,"Trees, Closely Spaced, Evergreen - Needle Leaved"
800,34220,6/26/20 18:57,14RNT513614,29.48180008,-98.47000122,226.3999939,231.3000031,"Trees, Closely Spaced, Deciduous - Broad Leaved"
801,34219,6/26/20 18:36,14RNT518614,29.48180008,-98.46510315,230.3999939,235.3000031,"Urban, Residential Property"
802,34226,6/26/20 19:50,14RNT513612,29.48010063,-98.47049713,225.6000061,228.6000061,"Trees, Closely Spaced, Deciduous - Broad Leaved"
803,34227,6/26/20 20:25,14RNT508614,29.48159981,-98.47519684,220.1000061,226.6000061,"Urban, Residential Property"
804,34228,6/28/20 21:43,14RNT513609,29.47739983,-98.4701004,234.8000031,235,"Urban, Residential Property"
805,34229,7/1/20 0:12,14SQB114644,33.09820175,-96.73390198,217.5,217.8000031,"Urban, Roads and Parking"
806,34230,7/1/20 0:13,14SQB115638,33.0931015,-96.73370361,208.5,211,"Urban, Roads and Parking"
807,34231,7/1/20 0:17,14SQB112633,33.08869934,-96.73619843,213.199997,210.3999939,"Urban, Roads and Parking"
808,34234,6/28/20 21:53,14RNT517609,29.47660065,-98.46640015,231.199997,234.1000061,"Urban, Residential Property"
809,34236,6/28/20 23:10,14RNT508610,29.47809982,-98.47499847,213.3000031,214.699997,"Barren, Dirt/Other"
810,34235,6/28/20 23:02,14RNT508610,29.47809982,-98.47509766,213.3000031,215.3000031,"Barren, Dirt/Other"
811,34240,7/1/20 21:39,16TDM128722,42.1977005,-88.05580139,243.6000061,244.199997,null
812,34241,7/1/20 21:46,16TDM134723,42.19829941,-88.04799652,239.199997,237.8000031,null
813,34243,7/1/20 21:21,18SWJ124117,38.95429993,-74.8565979,0.5,0.40000001,null
814,34247,7/1/20 22:18,16TDM117723,42.19839859,-88.0687027,258.3999939,258,null
815,34257,7/1/20 21:19,15RTN520719,29.55249977,-95.55899811,21,20.700000760000002,null
816,34258,7/1/20 21:23,15RTN523720,29.55360031,-95.55549622,19.700000760000002,21.700000760000002,null
817,34259,7/1/20 21:27,15RTN531700,29.53549957,-95.54750061,19.299999239999998,18.10000038,null
818,34260,7/1/20 21:36,15RTN524699,29.53499985,-95.55400085,18.299999239999998,18.799999239999998,null
819,34261,7/1/20 21:45,15RTN532706,29.54080009,-95.54650116,21,21.10000038,null
820,34262,7/1/20 21:52,15RTN533713,29.54750061,-95.54560089,19.799999239999998,19.39999962,null
821,34263,7/1/20 21:57,15RTN532710,29.5447998,-95.5460968,20,19.60000038,null
822,34264,7/1/20 22:00,15RTN526718,29.55209923,-95.5522995,20.89999962,20,null
823,34265,7/1/20 22:02,15RTN531721,29.55450058,-95.54720306,17,19.10000038,null
824,34267,7/1/20 22:19,15RTN528724,29.55750084,-95.55110168,21.299999239999998,20.60000038,null
825,34268,7/1/20 22:25,15RTN522724,29.55750084,-95.55680084,21.299999239999998,20.5,null
826,34269,7/1/20 22:34,15RTN511725,29.5576992,-95.56790161,20.700000760000002,19.89999962,null
827,34270,7/1/20 22:40,15RTN514724,29.55669975,-95.56510162,18,21,null
828,34271,7/1/20 22:43,15RTN518723,29.55610085,-95.56109619,21,19.89999962,null
829,34272,7/1/20 22:50,15RTN515704,29.5387001,-95.56430054,20.299999239999998,19.89999962,null
830,34331,7/3/20 2:13,10SEG818303,37.3166008,-122.0764008,200.6000061,166,"Urban, Roads and Parking"
831,34337,7/3/20 18:39,16TDM119718,42.19369888,-88.06590271,254.8999939,252.3000031,null
832,34338,7/3/20 18:42,16TDM123717,42.19340134,-88.06109619,250.5,251,null
833,34339,7/3/20 18:48,16TDM128717,42.19319916,-88.05509949,246.199997,246.8000031,null
834,34342,7/3/20 19:02,16TDM133718,42.19440079,-88.04979706,241.5,238.8999939,null
835,34343,7/3/20 19:10,16TDM137720,42.1955986,-88.04470062,238.3000031,238,null
836,34850,7/2/20 20:12,18TXL077165,40.79249954,-73.72309875,38.70000076,39.20000076,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
837,34957,7/14/20 1:44,15RTN647972,29.78289986,-95.43319702,18.5,18.799999239999998,null
838,34870,7/12/20 0:39,14RPU133681,30.44009972,-97.81999969,278.2999878,274.7000122,"Trees, Closely Spaced, Deciduous - Broad Leaved"
839,34871,7/12/20 0:45,14RPU129681,30.44059944,-97.82420349,286.7000122,289.1000061,"Herbaceous/Grassland, Short Grass"
840,34873,7/12/20 0:56,14RPU129677,30.43670082,-97.82420349,297.8999939,296.1000061,"Urban, Roads and Parking"
841,34875,7/12/20 1:03,14RPU124677,30.4368,-97.8286972,294.5,300.6000061,"Urban, Residential Property"
842,34921,7/2/20 19:58,18TXL076170,40.79719925,-73.72409821,32.90000153,30.5,"Urban, Roads and Parking"
843,34926,6/29/20 19:39,18TXL065182,40.80799866,-73.73729706,25.89999962,26.10000038,null
844,34928,6/29/20 19:56,18TXL061177,40.80360031,-73.7417984,21,19.39999962,null
845,34929,6/30/20 20:38,18TXL062168,40.79550171,-73.74009705,14.19999981,15.80000019,null
846,34930,6/30/20 20:47,18TXL057166,40.79389954,-73.74680328,17.39999962,13.399999619999999,null
847,34985,7/14/20 21:15,19QFV957936,18.02219963,-67.15129852,17,18.299999239999998,null
848,35031,7/14/20 21:29,19QFV955939,18.02490044,-67.15299988,23.39999962,24.60000038,null
849,34988,7/14/20 21:43,19QFV955939,18.02479935,-67.15299988,23.39999962,25.299999239999998,null
850,34991,6/14/20 20:37,18TVN953016,42.46699905,-75.05639648,370.2000122,367.5,null
851,34995,6/23/20 18:56,18TVN947002,42.45460129,-75.06390381,346.1000061,346,"Herbaceous/Grassland, Short Grass"
852,34998,6/23/20 19:49,18TVN952002,42.45470047,-75.05770111,341.1000061,344.1000061,"Urban, Residential Property"
853,34999,6/24/20 19:43,18TVN952013,42.46409988,-75.05770111,363.2999878,361.2999878,"Urban, Residential Property"
854,35000,6/24/20 19:54,18TVN952017,42.4681015,-75.05789948,392.1000061,390,"Trees, Closely Spaced, Deciduous - Broad Leaved"
855,35005,7/8/20 0:37,18TVN943020,42.47109985,-75.06880188,443.7000122,438.6000061,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
856,35048,7/14/20 23:59,18TVN947011,42.46289825,-75.06410217,378.7999878,388,"Urban, Residential Property"
857,35032,7/8/20 0:39,18TVN947017,42.46770096,-75.06420135,427.2999878,426.5,"Urban, Roads and Parking"
858,35033,7/8/20 0:42,18TVN942012,42.46340179,-75.06939697,385.8999939,393.5,"Urban, Roads and Parking"
859,35034,7/8/20 0:47,18TVN938010,42.4620018,-75.07420349,460.2000122,445.1000061,"Herbaceous/Grassland, Short Grass"
860,35035,7/8/20 0:49,18TVN939015,42.46630096,-75.07299805,459.1000061,450.5,"Herbaceous/Grassland, Short Grass"
861,35036,7/8/20 0:55,18TVN938005,42.4571991,-75.07489777,469.8999939,457.5,"Herbaceous/Grassland, Short Grass"
862,35037,7/8/20 1:03,18TVN942007,42.45869827,-75.07019806,396.7000122,390.1000061,"Urban, Roads and Parking"
863,35195,7/8/20 1:07,18TVN942002,42.45449829,-75.06970215,343.5,344.2999878,"Urban, Roads and Parking"
864,35042,7/8/20 19:32,18TVN949010,42.46179962,-75.061203,349.3999939,349.7000122,"Urban, Roads and Parking"
865,35044,7/14/20 23:43,18TVN957012,42.46340179,-75.05169678,389.1000061,396.7999878,"Urban, Residential Property"
866,35045,7/14/20 23:47,18TVN957008,42.45959854,-75.05220032,355.2999878,355.2000122,"Urban, Residential Property"
867,35046,7/14/20 23:50,18TVN957002,42.45460129,-75.05210114,333.2999878,334,"Urban, Roads and Parking"
868,35047,7/14/20 23:56,18TVN947007,42.45920181,-75.06390381,350.2000122,348.5,"Urban, Roads and Parking"
869,35049,7/15/20 0:01,18TVN952007,42.45949936,-75.05770111,344.8999939,344.6000061,"Urban, Residential Property"
870,35050,7/15/20 0:05,18TVN952012,42.4640007,-75.05770111,357.3999939,361,"Urban, Residential Property"
871,35051,7/15/20 1:31,14RPU083542,30.31480026,-97.87259674,257.7000122,263.2999878,"Herbaceous/Grassland, Short Grass"
872,35144,7/15/20 0:16,11SLT925772,34.13100052,-118.1651001,195.199997,217.8000031,null
873,35089,7/8/20 12:47,18TWK288675,40.35779953,-74.66030121,51.79999924,51.20000076,"Urban, Roads and Parking"
874,35090,7/8/20 12:57,18TWK288671,40.35440063,-74.65989685,58.5,57.29999924,"Cultivated, Athletic Field, Golf Course, Cemetery"
875,35091,7/8/20 12:59,18TWK283669,40.35290146,-74.66619873,62.5,59.59999847,"Urban, Roads and Parking"
876,35092,7/8/20 13:04,18TWK283674,40.3572998,-74.66660309,43.5,42,"Cultivated, Athletic Field, Golf Course, Cemetery"
877,35206,7/12/20 16:54,18TWK298669,40.35300064,-74.64800262,54.79999924,51.79999924,"Urban, Roads and Parking"
878,35211,7/12/20 17:24,18TWK298674,40.35749817,-74.64820099,41.5,41.79999924,"Urban, Roads and Parking"
879,35212,7/12/20 17:32,18TWK293674,40.35739899,-74.65429688,53.5,51.20000076,"Urban, Roads and Parking"
880,35213,7/12/20 17:51,18TWK293669,40.35250092,-74.65419769,54.79999924,55.70000076,"Cultivated, Athletic Field, Golf Course, Cemetery"
881,35240,7/20/20 23:43,14RPU126671,30.43149948,-97.82700348,277.8999939,284.1000061,null
882,35241,7/20/20 23:48,14RPU126671,30.43160057,-97.82679749,277.8999939,284.2999878,null
883,35257,7/20/20 23:00,14SQB111639,33.09329987,-96.73799896,208,206.6000061,null
884,35259,7/21/20 0:47,14SQB109638,33.09249878,-96.7397995,210.6000061,210.199997,null
885,35260,7/21/20 0:55,14SQB106636,33.0909996,-96.74289703,212,209.8000031,null
886,35262,7/21/20 1:01,14SQB106636,33.09080124,-96.74279785,212,209.8000031,null
887,35263,7/21/20 1:05,14SQB106635,33.09000015,-96.74279785,213.199997,210.8000031,null
888,35265,7/21/20 1:10,14SQB107635,33.09059906,-96.74160004,210.5,208.699997,null
889,35264,7/21/20 1:08,14SQB107635,33.09059906,-96.74150085,210.5,208.5,null
890,35266,7/21/20 1:11,14SQB107636,33.09069824,-96.74150085,209.5,208.1000061,null
891,35274,7/21/20 1:14,14SQB109635,33.09049988,-96.74019623,211.5,208.3000031,null
892,35268,7/21/20 1:16,14SQB110635,33.09030151,-96.7390976,211.199997,209.699997,null
893,35269,7/21/20 1:19,14SQB111635,33.09009933,-96.73799896,209.6000061,208.8000031,null
894,35270,7/21/20 1:21,14SQB111635,33.09000015,-96.73709869,209.6000061,208.1000061,null
895,35271,7/21/20 1:25,14SQB113635,33.08959961,-96.7358017,205.8999939,204.699997,null
896,35272,7/21/20 1:27,14SQB113635,33.08969879,-96.73519897,205.8999939,202.1000061,null
897,35273,7/21/20 1:28,14SQB113634,33.08950043,-96.73529816,208.3999939,204.8999939,null
898,35279,7/16/20 12:32,18TWK293664,40.34830093,-74.65399933,60.79999924,60.20000076,"Urban, Roads and Parking"
899,35280,7/16/20 12:36,18TWK298664,40.34790039,-74.64849854,45.70000076,46.09999847,"Urban, Roads and Parking"
900,35281,7/16/20 12:40,18TWK302665,40.34870148,-74.64399719,40.70000076,40.09999847,"Cultivated, Athletic Field, Golf Course, Cemetery"
901,35283,7/16/20 12:56,18TWK298660,40.34410095,-74.64880371,35.29999924,35.40000153,"Cultivated, Athletic Field, Golf Course, Cemetery"
902,35288,7/16/20 13:20,18TWK293659,40.34360123,-74.65419769,42.20000076,41.79999924,"Cultivated, Athletic Field, Golf Course, Cemetery"
903,35290,7/13/20 0:37,14RPU060597,30.36520004,-97.89600372,242,238.6000061,null
904,35293,7/13/20 0:59,14RPU048592,30.36100006,-97.90899658,235.8000031,238.3000031,null
905,35294,7/13/20 1:02,14RPU047596,30.36380005,-97.90969849,226,227.8999939,null
906,35295,7/13/20 1:08,14RPU052604,30.37129974,-97.90429688,204.3000031,215.6000061,null
907,35296,7/13/20 1:12,14RPU049602,30.36930084,-97.90820313,229,229.1000061,null
908,35297,7/13/20 1:14,14RPU048605,30.37229919,-97.90879822,214.699997,217.1000061,null
909,35298,7/13/20 1:22,14RPU057601,30.36899948,-97.89929962,232.8999939,238.1000061,null
910,35299,7/13/20 1:25,14RPU056606,30.37290001,-97.90010071,227.699997,228.699997,null
911,35300,7/13/20 1:27,14RPU060606,30.37290001,-97.89589691,235.5,240.1000061,null
912,35367,7/13/20 1:30,14RPU056610,30.37649918,-97.90000153,225.1000061,225,null
913,35335,7/21/20 20:53,14SQB110638,33.09249878,-96.73899841,208.8000031,208.5,null
914,35317,7/13/20 13:35,16SGH195032,37.95029831,-84.50170135,282.3999939,284.3999939,"Trees, Closely Spaced, Deciduous - Broad Leaved"
915,35322,7/19/20 19:56,16SGH205042,37.95909882,-84.4890976,303.7999878,299.7000122,"Trees, Closely Spaced, Deciduous - Broad Leaved"
916,35323,7/19/20 20:00,16SGH205047,37.9640007,-84.48960114,286.7999878,293,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
917,35324,7/19/20 20:02,16SGH201047,37.96360016,-84.4940033,284.2000122,285,"Trees, Closely Spaced, Deciduous - Broad Leaved"
918,35326,7/19/20 20:12,16SGH196047,37.96369934,-84.49990082,292.2999878,294.2999878,"Urban, Residential Property"
919,35327,7/19/20 20:17,16SGH190047,37.96409988,-84.50589752,283.7000122,287.2999878,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
920,35337,7/21/20 20:56,14SQB110637,33.09230042,-96.73860168,209.8000031,208.3000031,null
921,35336,7/21/20 20:55,14SQB110637,33.09209824,-96.73809814,209.8000031,207.6000061,null
922,35338,7/21/20 20:57,14SQB111637,33.09180069,-96.73789978,206.8000031,206.3999939,null
923,35339,7/21/20 20:59,14SQB112636,33.09109879,-96.73680115,203.199997,205.3999939,null
924,35340,7/21/20 21:00,14SQB111636,33.09120178,-96.73760223,205.3999939,204.6000061,null
925,35342,7/21/20 21:05,14SQB109636,33.0909996,-96.73989868,208,204.699997,null
926,35343,7/21/20 21:08,14SQB108637,33.09149933,-96.74079895,208.5,207.8999939,null
927,35344,7/21/20 21:10,14SQB108637,33.09159851,-96.74120331,208.5,209.1000061,null
928,35345,7/21/20 21:13,14SQB107637,33.09209824,-96.74210358,205.8000031,209.6000061,null
929,35347,7/21/20 21:18,14SQB105637,33.09159851,-96.74369812,212.3000031,208.199997,null
930,35351,7/21/20 21:27,14SQB105637,33.09209824,-96.74369812,212.3000031,209.6000061,null
931,35350,7/21/20 21:25,14SQB106638,33.09249878,-96.74310303,211,210.8000031,null
932,35352,7/21/20 21:29,14SQB105638,33.09260178,-96.7437973,208.1000061,211.3000031,null
933,35353,7/21/20 21:33,14SQB104638,33.09320068,-96.74459839,208.1000061,212.199997,null
934,35354,7/21/20 21:34,14SQB104638,33.09320068,-96.74479675,208.1000061,212.6000061,null
935,35355,7/13/20 1:32,14RPU052609,30.37610054,-97.90480042,212.5,216.8000031,null
936,35356,7/13/20 1:36,14RPU047615,30.38100052,-97.90930176,181.1000061,187.199997,null
937,35357,7/13/20 1:39,14RPU053613,30.37929916,-97.90399933,226.3999939,225.8000031,null
938,35358,7/14/20 22:59,14RPU061610,30.37680054,-97.89569855,240.8000031,237.699997,null
939,35359,7/14/20 23:05,14RPU065609,30.37619972,-97.89129639,246.699997,244.3999939,null
940,35360,7/14/20 23:09,14RPU065614,30.38059998,-97.89109802,233.5,227.8999939,null
941,35361,7/14/20 23:20,14RPU052613,30.37940025,-97.90409851,221.199997,224.5,null
942,35362,7/14/20 23:30,14RPU056601,30.36849976,-97.90029907,231.199997,230.5,null
943,35363,7/14/20 23:35,14RPU055602,30.36940002,-97.90110016,228.3999939,224.699997,null
944,35364,7/14/20 23:39,14RPU055603,30.37039948,-97.90190125,226.3999939,222.6000061,null
945,35365,7/21/20 1:38,14RPU066592,30.36059952,-97.89019775,239.3999939,241.5,null
946,35366,7/21/20 1:56,14RPU061601,30.36870003,-97.89569855,248.8999939,251.8999939,null
947,35658,7/23/20 0:41,11SLT925773,34.13119888,-118.1651001,199.1000061,217.199997,null
948,34359,7/3/20 19:32,19QFV967941,18.02680016,-67.14189911,28.799999239999998,29.39999962,null
949,34361,7/3/20 19:41,19QFV962935,18.02190018,-67.14610291,18.700000760000002,19.60000038,null
950,34368,7/3/20 20:20,19QFV958927,18.01399994,-67.14969635,0,0,null
951,34370,7/3/20 20:30,19QFV948940,18.0258007,-67.15930176,5.8000001900000004,5.8000001900000004,null
952,34444,6/29/20 15:46,14SQB122708,33.15579987,-96.72429657,208.8000031,209.8999939,"Herbaceous/Grassland, Short Grass"
953,34446,6/29/20 15:56,14SQB128710,33.15710068,-96.7181015,217.8000031,218.3999939,"Herbaceous/Grassland, Short Grass"
954,34449,6/29/20 16:13,14SQB123717,33.16410065,-96.72290039,219.699997,219.1000061,"Herbaceous/Grassland, Short Grass"
955,34458,7/5/20 19:09,17TLH209150,42.56669998,-83.18109894,230.3999939,229.199997,null
956,34459,7/5/20 19:21,17TLH211165,42.58100128,-83.17890167,238.3999939,236.5,null
957,34460,7/5/20 19:26,17TLH210160,42.57640076,-83.18070221,234.3000031,235,null
958,34461,7/5/20 19:31,17TLH211154,42.57080078,-83.17939758,229.5,229.1000061,null
959,34462,7/5/20 19:42,17TLH212150,42.56719971,-83.17819977,227.3999939,226.6000061,null
960,34465,7/5/20 20:03,17TLH215150,42.56740189,-83.17369843,224.5,224.3999939,null
961,34466,7/5/20 20:10,17TLH214153,42.56949997,-83.1753006,226.6000061,225.8999939,null
962,34467,7/5/20 20:17,17TLH216160,42.57659912,-83.17279816,228.8999939,229.1000061,null
963,34468,7/5/20 20:24,17TLH216166,42.58140182,-83.17279816,232.699997,231.3000031,null
964,34469,7/5/20 20:28,17TLH218169,42.58470154,-83.17089844,233,231.8999939,null
965,34471,7/5/20 20:34,17TLH220165,42.58069992,-83.16819763,229.3000031,228.3000031,null
966,34472,7/5/20 20:38,17TLH221160,42.5766983,-83.16699982,225.199997,223.8999939,null
967,34473,7/5/20 22:08,15RTN398907,29.71999931,-95.68939972,28,28.10000038,null
968,34474,7/5/20 22:10,15RTN398904,29.71689987,-95.68869781,32,28.10000038,null
969,34475,7/5/20 22:42,15RTN395910,29.7220993,-95.69229889,28.10000038,28.10000038,null
970,34476,7/5/20 22:47,15RTN399910,29.72220039,-95.6882019,27.89999962,27.700000760000002,null
971,34477,7/5/20 22:59,15RTN391909,29.72159958,-95.6969986,27.5,27.299999239999998,null
972,34478,7/5/20 23:08,15RTN410914,29.72599983,-95.67749786,27.200000760000002,27.700000760000002,null
973,34479,7/5/20 23:12,15RTN410917,29.72850037,-95.6772995,27.60000038,27.39999962,null
974,34504,7/6/20 10:44,18STG648523,37.48830032,-77.65979767,96.80000305,97.59999847,null
975,34510,7/6/20 11:55,18STG645512,37.47800064,-77.66269684,79.09999847,80.19999695,null
976,34511,7/6/20 12:05,18STG647519,37.48429871,-77.66100311,111.9000015,110.8000031,null
977,34515,7/4/20 20:40,14RNT504610,29.47769928,-98.48000336,214.8000031,217.699997,"Barren, Dirt/Other"
978,34518,7/4/20 21:01,14RNT509604,29.47220039,-98.47470093,211.3000031,212.3000031,"Herbaceous/Grassland, Short Grass"
979,34519,7/4/20 22:51,14RNT503589,29.45940018,-98.48049927,216.3000031,219.699997,"Herbaceous/Grassland, Short Grass"
980,34550,6/30/20 18:30,15RTP574430,30.19459915,-95.5196991,46.59999847,46.70000076,null
981,34561,6/30/20 19:22,15RTP584408,30.17469978,-95.5089035,50.59999847,50.59999847,null
982,34562,6/30/20 19:27,15RTP568411,30.17770004,-95.52490234,52.40000153,52,null
983,34568,7/6/20 22:03,14RNT503604,29.47290039,-98.48059845,223.6000061,227.3000031,"Barren, Dirt/Other"
984,34570,7/6/20 22:12,14RNT498604,29.47290039,-98.48560333,224.8999939,231.8000031,"Barren, Dirt/Other"
985,34572,7/6/20 22:44,14RPU057596,30.36420059,-97.89949799,248.6000061,247.8000031,"Urban, Other"
986,34592,7/7/20 15:34,14SQB067426,32.90240097,-96.78919983,172.5,174,null
987,34622,7/7/20 14:37,16SGH210042,37.95909882,-84.4835968,296.1000061,297.6000061,"Trees, Closely Spaced, Deciduous - Broad Leaved"
988,34625,7/7/20 14:42,16SGH206037,37.95489883,-84.48880005,288.6000061,287.8999939,"Herbaceous/Grassland, Short Grass"
989,34626,7/7/20 14:53,16SGH206032,37.95000076,-84.4890976,290.7000122,289.5,"Trees, Closely Spaced, Deciduous - Broad Leaved"
990,34627,7/7/20 18:05,15RTP567424,30.18930054,-95.52700043,48.40000153,47.5,"Trees, Loosely Spaced, Evergreen - Broad Leaved"
991,34628,7/7/20 15:01,16SGH201037,37.95439911,-84.49440002,289,288.2999878,"Trees, Closely Spaced, Deciduous - Broad Leaved"
992,34629,7/7/20 15:04,16SGH198040,37.95729828,-84.49780273,287.7999878,288,"Trees, Closely Spaced, Deciduous - Broad Leaved"
993,34630,7/7/20 15:07,16SGH201042,37.95949936,-84.49440002,294.5,297.3999939,"Urban, Residential Property"
994,34631,7/7/20 15:12,16SGH201032,37.95029831,-84.49490356,291.5,290.7999878,"Trees, Closely Spaced, Deciduous - Broad Leaved"
995,34632,7/7/20 15:19,16SGH196042,37.95949936,-84.49949646,283.7000122,279.5,"Herbaceous/Grassland, Medium Grass"
996,34633,7/2/20 20:38,18TXL074164,40.792099,-73.72669983,33,34.70000076,"Urban, Residential Property"
997,34635,7/6/20 20:19,14RNT507593,29.46299934,-98.47619629,224,217.8999939,"Urban, Roads and Parking"
998,34641,7/4/20 23:02,14RNT508599,29.46829987,-98.47570038,233.8999939,232.699997,"Trees, Closely Spaced, Deciduous - Broad Leaved"
999,35043,7/14/20 23:34,18TVN957017,42.46849823,-75.05180359,369,368.2999878,"Urban, Commercial Property"
1000,34646,7/6/20 20:37,14RNT504599,29.46759987,-98.48010254,247,244.8999939,"Trees, Closely Spaced, Deciduous - Broad Leaved"
1001,34648,7/6/20 21:15,14RNT497599,29.46839905,-98.48639679,232.3999939,230,"Urban, Residential Property"
1002,34649,7/4/20 22:14,14RNT518599,29.46829987,-98.46489716,212.8000031,216.3000031,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
1003,34650,7/8/20 1:01,14RPU064527,30.30209923,-97.89260101,264.2999878,267.5,"Cultivated, Athletic Field, Golf Course, Cemetery"
1004,34655,7/8/20 1:28,14RPU068528,30.3029995,-97.88829803,260.1000061,255.8000031,"Trees, Closely Spaced, Evergreen - Needle Leaved"
1005,34659,7/4/20 22:32,14RNT523590,29.45940018,-98.46009827,221.199997,222.8999939,"Urban, Residential Property"
1006,34662,7/4/20 21:46,14RNT523605,29.47319984,-98.45960236,227.699997,227.1000061,"Urban, Residential Property"
1007,34663,7/6/20 19:59,14RNT503594,29.46380043,-98.48040009,238.3999939,231.3000031,"Urban, Roads and Parking"
1008,34664,7/4/20 21:35,14RNT519604,29.47270012,-98.46459961,214.8999939,216.199997,"Urban, Residential Property"
1009,34665,7/6/20 21:37,14RNT499599,29.46839905,-98.48519897,233.8000031,232,"Trees, Closely Spaced, Deciduous - Broad Leaved"
1010,34666,7/4/20 21:16,14RNT513605,29.47310066,-98.47000122,222.8999939,228.699997,"Trees, Closely Spaced, Deciduous - Broad Leaved"
1011,34667,7/8/20 1:56,14RPU069594,30.36219978,-97.88739777,249.6000061,250.8999939,"Urban, Roads and Parking"
1012,34674,7/6/20 20:51,14RNT498594,29.46369934,-98.48570251,248.699997,247.3999939,"Urban, Residential Property"
1013,34675,7/4/20 21:57,14RNT523599,29.46820068,-98.45999908,224.5,222.6000061,"Urban, Roads and Parking"
1014,34676,7/6/20 22:19,14RNT498610,29.47769928,-98.48590088,238.3000031,240.1000061,"Urban, Residential Property"
1015,34699,7/8/20 12:07,14SQB129704,33.15179825,-96.71679688,220.8999939,220.199997,"Urban, Roads and Parking"
1016,34689,6/24/20 1:07,17TKF766839,41.37630081,-83.67079926,208.8000031,209.199997,"Herbaceous/Grassland, Tall Grass"
1017,34694,7/7/20 22:00,17TKF785845,41.38190079,-83.64859772,207.6000061,206.8999939,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
1018,34702,7/8/20 12:50,14SQB134704,33.15190125,-96.71160126,223.699997,223.8000031,"Herbaceous/Grassland, Short Grass"
1019,34704,7/8/20 13:06,14SQB143704,33.15190125,-96.70200348,220.199997,221.6000061,"Urban, Roads and Parking"
1020,34707,7/8/20 13:37,14SQB138708,33.1556015,-96.70649719,222.199997,223,"Urban, Roads and Parking"
1021,34708,7/8/20 13:44,14SQB135707,33.15480042,-96.71029663,223.699997,224.8000031,"Herbaceous/Grassland, Medium Grass"
1022,34747,7/7/20 12:10,18TWK282661,40.34500122,-74.66760254,62.90000153,63.70000076,"Herbaceous/Grassland, Short Grass"
1023,34748,7/7/20 12:13,18TWK288659,40.34329987,-74.65979767,48.70000076,48.20000076,"Cultivated, Athletic Field, Golf Course, Cemetery"
1024,34749,7/7/20 12:19,18TWK289656,40.34049988,-74.6595993,35.40000153,36.5,"Cultivated, Athletic Field, Golf Course, Cemetery"
1025,34753,7/7/20 12:48,18TWK283664,40.34790039,-74.66560364,65.59999847,65.40000153,"Cultivated, Athletic Field, Golf Course, Cemetery"
1026,34754,7/7/20 13:01,18TWK288664,40.34809875,-74.66020203,62,64.09999847,"Cultivated, Athletic Field, Golf Course, Cemetery"
